"Date","Price","Open","High","Low","Vol.","Change %"
"05/01/2013","443.96","433.18","459.89","429.96","","2.63%"
"04/01/2013","432.60","420.09","433.24","411.82","","2.93%"
"03/01/2013","420.27","400.34","420.51","398.43","","4.76%"
"02/01/2013","401.16","398.77","405.76","391.33","","0.98%"
"01/01/2013","397.27","379.43","403.73","379.43","12.77M","5.64%"
"12/01/2012","376.06","376.01","381.12","366.68","70.06M","0.24%"
"11/01/2012","375.15","365.39","375.99","353.17","74.33M","3.00%"
"10/01/2012","364.23","370.90","379.42","359.41","69.75M","-1.63%"
"09/01/2012","370.26","359.12","378.60","356.32","66.81M","3.10%"
"08/01/2012","359.12","344.59","360.86","340.14","77.20M","4.20%"
"07/01/2012","344.64","345.81","352.49","335.80","76.10M","-0.34%"
"06/01/2012","345.81","339.78","350.58","326.92","83.24M","1.77%"
"05/01/2012","339.78","360.96","365.60","329.87","86.75M","-5.87%"
"04/01/2012","360.96","356.55","364.20","343.45","71.22M","1.24%"
"03/01/2012","356.55","341.32","360.32","336.81","76.35M","4.44%"
"02/01/2012","341.38","326.65","343.46","325.92","74.77M","4.51%"
"01/01/2012","326.65","308.58","331.19","308.58","80.18M","5.86%"
"12/01/2011","308.58","305.34","313.15","295.72","69.71M","1.04%"
"11/01/2011","305.39","308.06","312.61","286.60","81.17M","-0.87%"
"10/01/2011","308.06","275.53","317.00","261.53","93.48M","11.81%"
"09/01/2011","275.53","296.08","301.82","273.98","96.42M","-6.96%"
"08/01/2011","296.14","313.21","315.94","263.95","137.00M","-5.45%"
"07/01/2011","313.21","317.88","330.07","310.37","80.63M","-1.47%"
"06/01/2011","317.89","318.91","318.91","295.54","90.10M","-0.32%"
"05/01/2011","318.91","320.38","323.80","311.44","79.00M","-0.46%"
"04/01/2011","320.38","308.40","321.45","303.86","75.34M","3.89%"
"03/01/2011","308.40","310.37","311.73","294.43","94.86M","-0.63%"
"02/01/2011","310.37","293.42","315.79","293.42","82.86M","5.78%"
"01/01/2011","293.42","295.53","303.24","292.52","88.64M","-0.72%"
"12/01/2010","295.54","284.17","299.03","284.17","75.24M","4.00%"
"11/01/2010","284.18","277.50","288.30","275.87","98.18M","2.41%"
"10/01/2010","277.50","263.52","279.58","260.95","93.55M","5.30%"
"09/01/2010","263.53","237.41","266.97","237.41","81.15M","11.00%"
"08/01/2010","237.42","247.48","255.18","234.85","90.32M","-4.06%"
"07/01/2010","247.48","229.70","253.09","225.84","101.60M","7.73%"
"06/01/2010","229.71","254.57","260.13","229.22","112.30M","-9.80%"
"05/01/2010","254.68","274.27","280.96","240.22","132.16M","-7.14%"
"04/01/2010","274.27","258.69","284.56","258.69","111.90M","6.02%"
"03/01/2010","258.69","240.22","262.28","240.22","111.62M","7.69%"
"02/01/2010","240.22","228.13","240.90","222.60","93.31M","5.30%"
"01/01/2010","228.13","235.06","240.08","227.85","100.93M","-2.95%"
"12/01/2009","235.07","225.21","239.12","225.21","86.04M","4.33%"
"11/01/2009","225.31","211.10","232.58","209.77","101.37M","6.73%"
"10/01/2009","211.10","216.48","226.42","208.52","110.40M","-2.49%"
"09/01/2009","216.48","205.76","220.21","199.68","99.87M","5.16%"
"08/01/2009","205.86","199.22","210.93","196.47","101.23M","3.33%"
"07/01/2009","199.22","182.15","200.84","170.96","108.52M","9.37%"
"06/01/2009","182.15","181.56","193.22","174.98","114.19M","0.32%"
"05/01/2009","181.57","183.51","193.44","174.32","144.41M","-1.06%"
"04/01/2009","183.51","154.82","187.90","152.04","140.34M","18.53%"
"03/01/2009","154.82","138.21","162.76","124.37","134.85M","12.01%"
"02/01/2009","138.22","151.38","160.07","136.06","113.41M","-8.69%"
"01/01/2009","151.38","169.40","181.97","150.69","105.34M","-10.64%"
"12/01/2008","169.41","161.15","174.50","146.72","127.30M","5.13%"
"11/01/2008","161.15","178.62","182.82","126.75","126.40M","-9.78%"
"10/01/2008","178.62","221.25","221.25","148.60","165.25M","-19.27%"
"09/01/2008","221.25","240.18","251.29","211.55","131.38M","-7.92%"
"08/01/2008","240.28","224.52","251.84","220.78","97.83M","7.02%"
"07/01/2008","224.52","223.57","235.16","204.59","129.49M","0.42%"
"06/01/2008","223.57","254.77","256.46","222.65","108.17M","-12.25%"
"05/01/2008","254.78","253.59","265.85","249.01","93.53M","0.47%"
"04/01/2008","253.60","243.31","258.80","240.45","102.56M","4.22%"
"03/01/2008","243.32","245.65","255.62","229.46","107.16M","-0.96%"
"02/01/2008","245.68","256.13","261.69","244.72","95.75M","-4.08%"
"01/01/2008","256.13","259.53","259.75","226.50","129.74M","-1.31%"
"12/01/2007","259.53","273.03","275.58","257.03","82.33M","-4.94%"
"11/01/2007","273.03","289.95","289.95","257.40","104.18M","-5.84%"
"10/01/2007","289.97","289.95","300.78","282.51","95.78M","0.01%"
"09/01/2007","289.95","292.82","300.74","280.18","81.97M","-0.98%"
"08/01/2007","292.82","292.12","297.33","270.12","110.69M","0.24%"
"07/01/2007","292.13","310.21","317.30","291.81","96.12M","-5.83%"
"06/01/2007","310.21","315.89","318.74","306.41","84.83M","-1.80%"
"05/01/2007","315.89","307.41","317.40","305.63","84.58M","2.76%"
"04/01/2007","307.41","299.93","314.16","299.24","67.47M","2.49%"
"03/01/2007","299.93","301.82","306.12","290.48","83.96M","-0.63%"
"02/01/2007","301.83","311.28","317.25","298.22","62.60M","-3.04%"
"01/01/2007","311.29","302.91","313.46","300.20","72.88M","2.76%"
"12/01/2006","302.92","296.50","306.26","294.11","71.52M","2.17%"
"11/01/2006","296.50","293.57","301.20","287.40","65.33M","0.99%"
"10/01/2006","293.58","275.83","295.46","275.69","67.82M","6.43%"
"09/01/2006","275.84","259.25","279.25","258.04","61.87M","6.40%"
"08/01/2006","259.25","254.48","261.82","249.16","64.97M","1.87%"
"07/01/2006","254.48","263.40","264.24","245.57","58.37M","-3.39%"
"06/01/2006","263.41","264.34","268.60","255.14","65.48M","-0.36%"
"05/01/2006","264.37","268.71","274.63","259.93","65.00M","-1.62%"
"04/01/2006","268.71","265.34","270.40","262.55","49.88M","1.27%"
"03/01/2006","265.34","264.43","269.07","260.61","58.27M","0.34%"
"02/01/2006","264.43","262.83","267.34","259.83","52.77M","0.61%"
"01/01/2006","262.83","258.39","267.67","255.03","61.92M","1.72%"
"12/01/2005","258.39","260.78","266.45","258.34","51.73M","-0.92%"
"11/01/2005","260.78","251.24","266.47","250.79","58.72M","3.80%"
"10/01/2005","251.24","256.41","257.71","242.89","65.83M","-2.02%"
"09/01/2005","256.41","264.15","267.73","249.79","59.61M","-2.93%"
"08/01/2005","264.15","273.76","275.10","260.45","53.65M","-3.51%"
"07/01/2005","273.76","259.39","276.61","257.73","44.68M","5.58%"
"06/01/2005","259.29","259.81","267.57","258.56","52.45M","-0.14%"
