"Date","Price","Open","High","Low","Vol.","Change %"
"10/01/1991","81.57","81.57","81.57","81.57","","2.75%"
"09/01/1991","79.39","79.39","79.39","79.39","","-3.52%"
"08/01/1991","82.29","82.29","82.29","82.29","","-0.75%"
"07/01/1991","82.91","82.91","82.91","82.91","","3.75%"
"06/01/1991","79.91","79.91","79.91","79.91","","-2.82%"
"05/01/1991","82.23","82.23","82.23","82.23","","9.26%"
"04/01/1991","75.26","75.26","75.26","75.26","","3.00%"
"03/01/1991","73.07","73.07","73.07","73.07","","-0.35%"
"02/01/1991","73.33","73.33","73.33","73.33","","3.91%"
"01/01/1991","70.57","70.57","70.57","70.57","","5.03%"
"12/01/1990","67.19","67.19","67.19","67.19","","5.33%"
"11/01/1990","63.79","63.79","63.79","63.79","","7.21%"
"10/01/1990","59.50","59.50","59.50","59.50","","-3.25%"
"09/01/1990","61.50","61.50","61.50","61.50","","-7.53%"
"08/01/1990","66.51","66.51","66.51","66.51","","-11.30%"
"07/01/1990","74.98","74.98","74.98","74.98","","3.18%"
"06/01/1990","72.67","72.67","72.67","72.67","","-3.30%"
"05/01/1990","75.15","75.15","75.15","75.15","","7.50%"
"04/01/1990","69.91","69.91","69.91","69.91","","-4.96%"
"03/01/1990","73.56","73.56","73.56","73.56","","1.55%"
"02/01/1990","72.44","72.44","72.44","72.44","","0.61%"
"01/01/1990","72.00","72.00","72.00","72.00","","-7.78%"
