"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/1991","98.89","98.89","98.89","98.89","","1.29%"
"02/01/1991","97.63","97.63","97.63","97.63","","3.76%"
"01/01/1991","94.09","94.09","94.09","94.09","","-2.16%"
"12/01/1990","96.17","96.17","96.17","96.17","","-0.17%"
"11/01/1990","96.33","96.33","96.33","96.33","","0.94%"
"10/01/1990","95.43","95.43","95.43","95.43","","8.34%"
"09/01/1990","88.08","88.08","88.08","88.08","","0.77%"
"08/01/1990","87.41","87.41","87.41","87.41","","-7.88%"
"07/01/1990","94.89","94.89","94.89","94.89","","0.21%"
"06/01/1990","94.69","94.69","94.69","94.69","","-0.02%"
"05/01/1990","94.71","94.71","94.71","94.71","","4.81%"
"04/01/1990","90.36","90.36","90.36","90.36","","-5.58%"
"03/01/1990","95.70","95.70","95.70","95.70","","-1.78%"
"02/01/1990","97.43","97.43","97.43","97.43","","-1.02%"
"01/01/1990","98.43","98.43","98.43","98.43","","-5.14%"
